Time,aX,aY,aZ,gX,gY,gZ,Prs,mX,mY,mZ,state
102.308,-0.112793,-0.019043,1.029785,4.506652045,-6.40303497,120.8093175,101040.9973,0.116188,0.169896,0.586015,6
102.318,-0.11377,-0.020996,1.012695,4.201774045,-6.70791297,120.9922395,101040.9973,0.125078,0.161314,0.589446,6
102.328,-0.109863,-0.021973,0.99707,3.957871045,-6.95181597,120.9312655,101033.0017,0.122381,0.160322,0.589397,6
102.338,-0.106934,-0.019531,0.980957,3.652993045,-7.13474297,120.9922395,101050,0.141955,0.15556,0.574352,6
102.348,-0.104492,-0.015625,0.969238,3.287140045,-7.31766897,121.0532215,101053.9978,0.132022,0.149764,0.591291,6
102.358,-0.101562,-0.012695,0.973145,2.982262045,-7.43962097,120.9922395,101036.9995,0.130769,0.148436,0.587568,6
102.368,-0.09375,-0.009277,0.991211,2.555432045,-7.50059597,120.9922395,101036.9995,0.131465,0.150518,0.586911,6
102.378,-0.092285,-0.006836,1.014648,2.128603045,-7.43962097,121.1751695,101046.0022,0.138059,0.142,0.593509,6
102.388,-0.09082,-0.005859,1.041504,1.701774045,-7.43962097,121.1751695,101046.0022,0.157893,0.131256,0.581644,6
102.398,-0.09375,-0.007812,1.070312,1.274944045,-7.31766897,120.9922395,101061.9995,0.139102,0.136064,0.588138,6
102.408,-0.089844,-0.004395,1.096191,0.604213045,-7.19571797,120.9312655,101050,0.143707,0.12856,0.590888,6
102.418,-0.088379,-0.003418,1.099609,0.238359045,-7.01279097,120.9312655,101050,0.146057,0.124536,0.594604,6
102.428,-0.08252,-0.001953,1.091797,-0.249445955,-6.76888897,120.8702915,101040.9973,0.143358,0.125323,0.588403,6
102.438,-0.082031,-0.001953,1.079102,-0.676274955,-6.58596197,120.8093175,101050,0.168017,0.11295,0.584864,6
102.448,-0.082031,0.003906,1.069336,-1.164079955,-6.34205997,120.8702915,101061.9995,0.151377,0.114349,0.591254,6
102.458,-0.086426,0.007324,1.063965,-1.651884955,-5.97620597,120.8702915,101061.9995,0.149105,0.112523,0.590408,6
102.468,-0.086426,0.010254,1.052734,-2.078713955,-5.79327897,120.8093175,101040.9973,0.154238,0.10525,0.59477,6
102.478,-0.087402,0.012695,1.036621,-2.566518955,-5.54937697,120.6873615,101036.9995,0.154778,0.104581,0.590709,6
102.488,-0.08252,0.01709,1.027832,-3.115298955,-5.12254697,120.5044395,101078.0029,0.168408,0.100788,0.574463,6
102.498,-0.083984,0.020508,1.036621,-3.664079955,-4.81766897,120.3824835,101053.9978,0.157359,0.098351,0.591769,6
102.508,-0.084473,0.020996,1.058105,-4.212860955,-4.45181597,120.3215095,101050,0.160416,0.091617,0.596408,6
102.518,-0.083984,0.018555,1.083496,-4.761640955,-4.14693797,120.1995615,101053.9978,0.158806,0.090554,0.592495,6
102.528,-0.084961,0.02002,1.10498,-5.249445955,-3.84205997,120.0776055,101053.9978,0.160609,0.090033,0.593138,6
102.538,-0.088379,0.013672,1.119141,-5.737250955,-3.41522997,119.9556575,101061.9995,0.181194,0.076084,0.583549,6
102.548,-0.088867,0.016602,1.126465,-6.225055955,-3.04937697,119.8946825,101050,0.164979,0.07878,0.591801,6
102.558,-0.086914,0.01709,1.125977,-6.712860955,-2.62254697,119.6507785,101061.9995,0.161206,0.079832,0.590881,6
102.568,-0.085449,0.012695,1.121094,-7.139689955,-2.25669397,119.4068745,101058.0017,0.169201,0.071173,0.595284,6
102.578,-0.088379,0.009766,1.115234,-7.505543955,-1.82986397,119.2239525,101061.9995,0.168622,0.065581,0.593215,6
102.588,-0.083984,0.006348,1.10791,-7.810421955,-1.46401097,119.1019965,101073.999,0.183494,0.065994,0.569676,6
102.598,-0.094238,0.01416,1.091797,-8.115298955,-1.03718197,118.8580925,101058.0017,0.171429,0.059087,0.593353,6
102.608,-0.085938,0,1.057129,-8.420177955,-0.73230297,118.7361445,101050,0.170949,0.055932,0.5937,6
102.618,-0.087402,0.003906,1.020508,-8.664079955,-0.36644997,118.6141955,101061.9995,0.171083,0.05735,0.591737,6
102.628,-0.107422,0.022949,0.999512,-8.907982955,-0.00059597,118.4922395,101065.9973,0.173478,0.051333,0.596184,6
102.638,-0.098633,0.030762,-0.000488,0.970066045,-0.54937697,0.321507455,101058.0017,0.192353,0.04054,0.577402,6
102.648,-0.099121,0.006348,1.027344,-9.517737955,0.48720903,118.3702915,101070.0012,0.173255,0.045203,0.58962,6
102.658,-0.103027,0.013184,1.06543,-9.761641955,0.73111103,118.4312655,101073.999,0.174674,0.040668,0.594428,6
102.668,-0.101562,0.011719,1.095703,-9.944567955,0.97501403,118.6141955,101073.999,0.177363,0.036988,0.595132,6
102.678,-0.103516,0.001465,1.116211,-10.18846995,1.21891603,118.7361445,101085.9985,0.175264,0.036147,0.593553,6
102.688,-0.104492,0,1.124023,-10.24944595,1.46281903,118.9800485,101065.9973,0.192152,0.026467,0.578811,6
102.698,-0.111328,0.009766,1.115723,-10.31042195,1.70672103,119.2239525,101070.0012,0.179019,0.025985,0.592581,6
102.708,-0.109863,0.000488,1.102051,-10.43237295,1.82867203,119.4678485,101061.9995,0.178419,0.022709,0.592186,6
102.718,-0.105957,0.005371,1.086426,-10.43237295,2.01159903,119.6507785,101058.0017,0.175276,0.024597,0.59011,6
102.728,-0.10498,0.01123,1.077148,-10.55432395,2.31647703,119.8337085,101085.9985,0.178211,0.016556,0.594125,6
102.738,-0.106934,0.006836,1.072266,-10.61529895,2.56037903,120.0166315,101061.9995,0.197071,0.006093,0.579041,6
102.748,-0.108398,0.000488,1.058105,-10.61529895,2.80428203,120.1995615,101061.9995,0.176724,0.012979,0.58706,6
102.758,-0.110352,0.005859,1.035156,-10.55432395,2.92623303,120.3215095,101082.0007,0.181124,0.003017,0.59534,6
102.768,-0.116699,0.009277,1.009277,-10.55432395,3.10916003,120.5044395,101085.9985,0.179602,0.002529,0.59519,6
102.778,-0.111328,0.00293,0.991211,-10.55432395,3.23111103,120.7483435,101070.0012,0.181568,0.000372,0.594165,6
102.788,-0.109863,0.000977,0.992188,-10.43237295,3.47501403,120.9312655,101098.999,0.198367,-0.011472,0.582245,6
102.798,-0.110352,-0.004395,1.006836,-10.24944595,3.59696503,121.2361445,101070.0012,0.180969,-0.011522,0.590833,6
102.808,-0.120117,-0.006348,1.025391,-10.12749495,3.65794003,121.4800485,101078.0029,0.17843,-0.010096,0.589566,6
102.818,-0.129395,-0.005859,1.043457,-9.822616955,3.71891603,121.7849265,101073.999,0.180072,-0.017642,0.592576,6
102.828,-0.13623,-0.006836,1.057129,-9.578713955,3.71891603,122.1507785,101073.999,0.179713,-0.021098,0.596312,6
102.838,0,1,0.124512,0.970066045,-0.54937697,0.321507455,101085.9985,0.201077,-0.029302,0.583683,6
102.848,-0.140625,-0.006348,1.055176,-9.090908955,3.41403803,122.8215095,101070.0012,0.181349,-0.029739,0.591924,6
102.858,-0.134766,-0.004883,1.041992,-8.847006955,3.29208703,123.0654135,101078.0029,0.178758,-0.030738,0.591261,6
102.868,-0.138184,-0.006348,1.017578,-8.481153955,3.17013603,123.3702915,101090.9973,0.176552,-0.033938,0.590717,6
102.878,-0.138184,-0.008789,0.989746,-8.237249955,3.04818403,123.4922395,101085.9985,0.174054,-0.035879,0.589681,6
102.888,-0.14209,-0.008301,0.971191,-7.932372955,2.86525803,123.7971185,101090.9973,0.193103,-0.048441,0.580875,6
102.898,-0.150391,-0.008301,0.967773,-7.627494955,2.56037903,123.7971185,101082.0007,0.175178,-0.044304,0.586025,6
102.908,-0.153809,0.001465,0.969238,-7.261640955,2.37745303,123.9190745,101073.999,0.1707,-0.046756,0.588466,6
102.918,-0.152344,0.008301,0.967285,-7.078713955,2.07257503,123.8580925,101085.9985,0.174394,-0.056879,0.594886,6
102.928,-0.150391,0.015137,0.960449,-6.895786955,1.70672103,123.9190745,101070.0012,0.17166,-0.056363,0.596877,6
102.938,-0.151855,0.020996,0.95459,-6.773835955,1.46281903,123.9190745,101073.999,0.184694,-0.062375,0.579871,6
102.948,-0.152832,0.025391,0.950195,-6.651884955,1.09696503,123.9190745,101090.9973,0.170966,-0.065518,0.591647,6
102.958,-0.15332,0.02832,0.956055,-6.651884955,0.85306203,123.9800485,101073.999,0.169068,-0.069783,0.593198,6
102.968,-0.159668,0.026855,0.973633,-6.407981955,0.42623303,123.8580925,101070.0012,0.162371,-0.070849,0.588956,6
102.978,-0.160156,0.02832,0.987305,-6.347006955,0.12135503,123.7361445,101078.0029,0.163874,-0.075867,0.597829,6
102.988,-0.15918,0.02832,1.002441,-6.286030955,-0.18352297,123.6141955,101082.0007,0.179654,-0.084379,0.581349,6
102.998,-0.158691,0.031738,1.017578,-6.225055955,-0.54937697,123.4922395,101095.0012,0.156576,-0.08059,0.592081,6
103.008,-0.15625,0.036133,1.025879,-6.164079955,-0.79327897,123.3093175,101098.999,0.158173,-0.086775,0.592386,6
103.018,-0.155762,0.035156,1.021484,-6.103104955,-1.03718197,123.1263875,101085.9985,0.157146,-0.090256,0.59722,6
103.028,-0.15332,0.03125,1.007812,-6.103104955,-1.28108397,122.8824835,101085.9985,0.150373,-0.089762,0.592614,6
103.038,-0.151367,0.033203,0.996582,-6.042128955,-1.52498597,122.6385875,101095.0012,0.16983,-0.101158,0.584067,6
103.048,-0.147949,0.03418,0.995605,-5.981152955,-1.76888897,122.4556575,101070.0012,0.150746,-0.101432,0.593798,6
103.058,-0.145996,0.037109,1.000488,-5.859201955,-2.01279097,122.2727275,101082.0007,0.144012,-0.098561,0.591299,6
103.068,-0.141113,0.040527,1.000977,-5.798225955,-2.19571797,122.0898045,101095.0012,0.142262,-0.103563,0.596607,6
103.078,-0.134277,0.046387,0.993164,-5.737250955,-2.25669397,121.8459005,101103.0029,0.142525,-0.110429,0.597318,6
103.088,-0.131348,0.047852,0.980957,-5.737250955,-2.37864497,121.6019965,101090.9973,0.154031,-0.115983,0.58263,6
103.098,-0.129883,0.055664,0.970703,-5.798225955,-2.37864497,121.4190745,101085.9985,0.133174,-0.1115,0.591307,6
103.108,-0.124023,0.057129,0.96582,-5.859201955,-2.37864497,121.2971185,101085.9985,0.149255,-0.125523,0.585773,6
103.118,-0.124512,0.056641,0.961914,-5.798225955,-2.37864497,121.1751695,101098.999,0.13026,-0.120886,0.593433,6
103.128,-0.117188,0.0625,0.958008,-5.920177955,-2.37864497,120.8702915,101095.0012,0.141399,-0.12633,0.584963,6
103.138,-0.116699,0.066895,0.959473,-5.920177955,-2.25669397,120.5654135,101115.0024,0.127447,-0.129352,0.593656,6
103.148,-0.118164,0.069824,0.969238,-5.981152955,-2.19571797,120.2605355,101085.9985,0.140389,-0.138234,0.588464,6
103.158,-0.118164,0.074219,0.98291,-6.164079955,-2.13474197,119.9556575,101098.999,0.113868,-0.126882,0.594186,6
103.168,-0.115234,0.078613,0.987793,-6.286030955,-2.01279097,119.8337085,101098.999,0.117376,-0.132015,0.599456,6
103.178,-0.111816,0.081543,0.980469,-6.407981955,-1.95181597,119.4068745,101095.0012,0.111659,-0.137354,0.598167,6
103.188,-0.106934,0.088379,0.97168,-6.712860955,-1.82986397,119.1629705,101095.0012,0.122779,-0.140327,0.584532,6
103.198,-0.102051,0.092773,0.967773,-6.895786955,-1.64693797,118.8580925,101085.9985,0.107643,-0.141199,0.600609,6
103.208,-0.095215,0.097656,0.968262,-7.200665955,-1.40303497,118.5532215,101098.999,0.101894,-0.145472,0.600372,6
103.218,-0.09375,0.098633,0.971191,-7.444567955,-1.15913297,118.1873615,101110.9985,0.095492,-0.143488,0.598305,6
103.228,-0.09375,0.101562,0.976074,-7.688469955,-0.85425497,118.0654135,101082.0007,0.097776,-0.148062,0.603558,6
103.238,-0.102051,0.083984,0.987793,-7.810421955,-0.67132797,115.5044395,101110.9985,0.109673,-0.154225,0.582713,6
103.248,-0.100098,0.097656,1.001465,-7.993347955,-0.61035197,113.0044395,101110.9985,0.087397,-0.149146,0.597469,6
103.258,-0.094238,0.106445,1.008301,-8.298225955,-0.42742497,111.4190745,101090.9973,0.084234,-0.147606,0.600567,6
103.268,-0.097656,0.105469,1.007324,-8.542128955,-0.18352297,110.1385875,101098.999,0.083583,-0.152504,0.599609,6
103.278,-0.09375,0.10791,0.999512,-8.968957955,0.18233103,109.2849265,101110.9985,0.077311,-0.154134,0.59913,6
103.288,-0.094238,0.10791,0.993164,-9.151884955,0.42623303,108.4922395,101090.9973,0.091111,-0.154115,0.586601,6
103.298,-0.09375,0.105469,0.99707,-9.517737955,0.79208703,107.5166315,101110.9985,0.076147,-0.158121,0.600879,6
103.308,-0.100586,0.087891,0.99707,-9.700665955,0.91403803,105.4434655,101110.9985,0.071659,-0.155228,0.59971,6
103.318,-0.098145,0.089844,0.992676,-9.822616955,1.03598903,101.9068745,101107.0007,0.067415,-0.153652,0.599464,6
103.328,-0.105469,0.091797,0.990723,-9.883592955,1.03598903,97.88248345,101098.999,0.066241,-0.158238,0.606323,6
103.338,-0.109375,0.091797,0.993652,-10.00554395,1.09696503,94.22395245,101082.0007,0.078635,-0.164791,0.586963,6
103.348,-0.110352,0.09668,1.001465,-10.18846995,1.15794003,91.23614445,101107.0007,0.059136,-0.15487,0.599631,6
103.358,-0.115723,0.097168,1.010742,-10.37139695,1.21891603,88.91907445,101098.999,0.058598,-0.161363,0.605137,6
103.368,-0.118652,0.096191,1.02002,-10.55432395,1.27989203,86.41907445,101110.9985,0.05558,-0.158231,0.603685,6
103.378,-0.123047,0.091797,1.024902,-10.67627495,1.21891603,82.63857945,101098.999,0.051442,-0.15772,0.603497,6
103.388,-0.126953,0.085938,1.032227,-10.73725095,1.03598903,77.94345745,101107.0007,0.070251,-0.167148,0.595688,6
103.398,-0.128906,0.081543,1.039062,-10.73725095,0.73111103,72.39468245,101110.9985,0.050557,-0.16259,0.605986,6
103.408,-0.12793,0.085938,1.039551,-10.73725095,0.54818403,66.23614445,101119.0002,0.047164,-0.159684,0.605513,6
103.418,-0.119141,0.094727,1.03418,-10.79822595,0.18233103,60.62638745,101110.9985,0.045754,-0.16166,0.608315,6
103.428,-0.113281,0.102051,1.026367,-10.85920195,-0.00059597,55.80931345,101107.0007,0.044968,-0.161129,0.607011,6
103.438,-0.108398,0.101562,1.018066,-10.98115395,-0.12254697,51.35809645,101115.0024,0.059649,-0.163404,0.593007,6
103.448,-0.104492,0.093262,1.018555,-11.10310495,-0.24449897,46.90687445,101115.0024,0.038838,-0.156434,0.600833,6
103.458,-0.107422,0.083496,1.015625,-11.10310495,-0.30547397,41.84590045,101119.0002,0.039941,-0.159681,0.611187,6
103.468,-0.105469,0.077637,1.006348,-11.04212895,-0.48840097,36.23614445,101119.0002,0.039587,-0.155692,0.607257,6
103.478,-0.106934,0.08252,0.995605,-10.92017795,-0.54937697,30.44345945,101119.0002,0.036166,-0.151421,0.605188,6
103.488,-0.104004,0.080566,0.987793,-10.79822595,-0.67132797,24.65077645,101122.998,0.055071,-0.161113,0.595469,6
103.498,-0.102539,0.092285,0.990234,-10.67627495,-0.61035197,19.40687445,101122.998,0.038006,-0.154615,0.607852,6
103.508,-0.106934,0.094727,1.002441,-10.67627495,-0.61035197,15.01663045,101122.998,0.035122,-0.15049,0.606901,6
103.518,-0.108398,0.083984,1.024902,-10.61529895,-0.73230297,10.62638545,101107.0007,0.036558,-0.154704,0.613805,6
103.528,-0.113281,0.074219,1.044922,-10.49334795,-0.97620597,4.041020455,101122.998,0.036302,-0.152966,0.609619,6
103.538,-0.118652,0.068359,1.051758,-10.31042195,-1.09815697,-0.471175545,101119.0002,0.048744,-0.150185,0.587223,6
103.548,-0.123535,0.070312,1.058594,-10.12749495,-1.28108397,-5.288248545,101127.002,0.037595,-0.152783,0.608778,6
103.558,-0.126465,0.071289,1.060059,-9.822616955,-1.52498597,-10.10532155,101135.9985,0.038826,-0.15053,0.610041,6
103.568,-0.12793,0.076172,1.05127,-9.639689955,-1.76888897,-14.61751655,101110.9985,0.034371,-0.144331,0.609567,6
103.578,-0.126953,0.078613,1.038574,-9.578713955,-2.01279097,-18.70288355,101115.0024,0.037554,-0.148341,0.611756,6
103.588,-0.115234,0.084473,1.023926,-9.517737955,-2.19571797,-22.30044455,101144.0002,0.059379,-0.153251,0.601676,6
103.598,-0.110352,0.092285,1.013184,-9.578713955,-2.37864497,-25.22727255,101122.998,0.036877,-0.142406,0.607337,6
103.608,-0.109375,0.087891,1,-9.639689955,-2.56157197,-28.09312755,101122.998,0.037608,-0.144225,0.612516,6
103.618,-0.109375,0.082031,0.986816,-9.639689955,-2.62254697,-31.08093155,101135.9985,0.041331,-0.143267,0.616093,6
103.628,-0.108398,0.084473,0.979492,-9.578713955,-2.86644997,-33.70288155,101119.0002,0.038249,-0.139899,0.61113,6
103.638,-0.112305,0.084961,0.980469,-9.700665955,-2.92742497,-36.20288155,101155.9998,0.05433,-0.142695,0.593757,6
103.648,-0.113281,0.090332,0.989258,-9.700665955,-3.11035197,-38.39800355,101119.0002,0.043979,-0.141042,0.612819,6
103.658,-0.11377,0.093262,0.999512,-9.883592955,-3.23230297,-39.86142055,101135.9985,0.039981,-0.136194,0.608341,6
103.668,-0.113281,0.09375,1.002441,-10.00554395,-3.35425497,-41.08093355,101132.0007,0.039946,-0.133565,0.610078,6
103.678,-0.116699,0.096191,0.99707,-10.18846995,-3.53718097,-42.11751655,101144.0002,0.046231,-0.136331,0.617191,6
103.688,-0.115234,0.095703,0.987793,-10.43237295,-3.72010797,-43.03215155,101135.9985,0.060153,-0.141383,0.601375,6
103.698,-0.114258,0.092773,0.979004,-10.61529895,-3.90303497,-43.58093355,101119.0002,0.042986,-0.129357,0.608422,6
103.708,-0.118652,0.084961,0.972168,-10.73725095,-4.02498597,-44.06873755,101127.002,0.049286,-0.13341,0.620212,6
103.718,-0.123535,0.083984,0.972656,-10.92017795,-4.26888897,-44.37361655,101132.0007,0.046935,-0.132746,0.617774,6
103.728,-0.130371,0.079102,0.981445,-10.98115395,-4.45181597,-44.37361655,101144.0002,0.044419,-0.124657,0.615184,6
103.738,-0.132812,0.069824,0.989746,-10.98115395,-4.63474197,-44.12971255,101140.0024,0.067196,-0.134353,0.604727,6
103.748,-0.137695,0.065918,0.994141,-10.92017795,-4.75669397,-43.82483355,101132.0007,0.050111,-0.127165,0.617852,6
103.758,-0.138184,0.065918,0.992188,-10.92017795,-5.06157197,-43.27605555,101127.002,0.045063,-0.123139,0.61323,6
103.768,-0.134766,0.067383,0.986328,-10.92017795,-5.24449897,-42.66629855,101152.002,0.051255,-0.122912,0.619308,6
103.778,-0.131836,0.076172,0.978027,-10.92017795,-5.42742497,-42.17849455,101132.0007,0.051242,-0.122744,0.615181,6
103.788,-0.128906,0.077148,0.970703,-10.92017795,-5.61035197,-41.26385955,101152.002,0.065981,-0.122827,0.604022,6
103.798,-0.127441,0.067383,0.963867,-10.92017795,-5.79327897,-40.53215155,101127.002,0.052315,-0.118727,0.618791,6
103.808,-0.128418,0.064453,0.965332,-11.04212895,-6.09815697,-40.65410355,101115.0024,0.05255,-0.116433,0.618559,6
103.818,-0.130371,0.060059,0.967773,-11.04212895,-6.46401097,-40.59312555,101132.0007,0.048748,-0.110638,0.618524,6
103.828,-0.129883,0.061035,0.968262,-11.10310495,-6.82986497,-40.65410355,101135.9985,0.050123,-0.112519,0.616997,6
103.838,-0.126465,0.249512,-0.000488,0.970066045,-0.54937697,0.321507455,101152.002,0.070602,-0.119849,0.608856,6
103.848,-0.125977,0.060059,0.959473,-11.04212895,-7.37864497,-40.83702955,101144.0002,0.051792,-0.110737,0.615616,6
103.858,-0.123535,0.056152,0.95752,-11.10310495,-7.68352297,-40.83702955,101147.998,0.048646,-0.106654,0.616077,6
103.868,-0.125488,0.047363,0.958008,-11.04212895,-7.98840097,-40.83702955,101140.0024,0.054144,-0.108149,0.620226,6
103.878,-0.124023,0.042969,0.95459,-10.98115395,-8.23230397,-40.77605555,101135.9985,0.051058,-0.10694,0.619935,6
103.888,-0.121094,0.038086,0.945801,-10.92017795,-8.41522997,-40.71507755,101147.998,0.068011,-0.105339,0.60537,6
103.898,-0.114746,0.032227,0.934082,-10.73725095,-8.72010897,-40.71507755,101155.9998,0.053573,-0.103342,0.61568,6
103.908,-0.113281,0.019043,0.924805,-10.49334795,-8.84205997,-40.77605555,101140.0024,0.052648,-0.105079,0.621078,6
103.918,-0.110352,0.007812,0.921875,-10.18846995,-9.08596197,-40.77605555,101144.0002,0.050565,-0.096007,0.619917,6
103.928,-0.110352,-0.000488,0.925781,-9.700665955,-9.26888897,-40.83702955,101144.0002,0.052555,-0.099766,0.623197,6
103.938,-0.107422,-0.003906,0.939453,-9.273835955,-9.32986497,-40.89800355,101144.0002,0.070381,-0.105916,0.613107,6
103.948,-0.106934,-0.001953,0.959961,-8.786031955,-9.45181597,-40.95898155,101152.002,0.051419,-0.094189,0.617598,6
103.958,-0.100586,-0.001953,0.97998,-8.359201955,-9.57376697,-40.89800355,101140.0024,0.052477,-0.097402,0.621358,6
103.968,-0.099121,-0.001465,0.99707,-7.871396955,-9.57376697,-40.89800355,101144.0002,0.052797,-0.091364,0.622748,6
103.978,-0.09668,-0.005371,1.015137,-7.322616955,-9.51279097,-40.89800355,101147.998,0.050695,-0.091194,0.623947,6
103.988,-0.091797,-0.006836,1.027832,-6.834811955,-9.45181597,-40.89800355,101167.9993,0.065579,-0.095556,0.60587,6
103.998,-0.088867,-0.01416,1.030273,-6.286030955,-9.39083997,-40.95898155,101144.0002,0.052275,-0.091404,0.622061,6
104.008,-0.086914,-0.01123,1.018555,-5.737250955,-9.26888897,-41.01995555,101159.9976,0.050083,-0.086678,0.623403,6
104.018,-0.085449,-0.013184,0.992676,-5.188469955,-9.08596197,-41.08093355,101144.0002,0.048718,-0.086691,0.619931,6
104.028,-0.081543,-0.01123,0.966797,-4.639689955,-8.90303597,-41.08093355,101152.002,0.051176,-0.086034,0.625827,6
104.038,-0.081543,-0.012207,0.946289,0.970066045,-0.54937697,0.321507455,101155.9998,0.069465,-0.092711,0.61451,6
104.048,-0.081543,-0.016602,0.937012,-3.542128955,-8.53718097,-41.14190755,101167.9993,0.049631,-0.081668,0.623543,6
104.058,-0.080566,-0.025879,0.935059,-3.054323955,-8.41522997,-41.14190755,101155.9998,0.052632,-0.086052,0.623879,6
104.068,-0.07373,-0.027344,0.939453,-2.383591955,-8.17132797,-41.26385955,101171.9971,0.051096,-0.083291,0.624915,6
104.078,-0.072754,-0.025879,0.941895,-1.834811955,-7.86644997,-41.32483355,101152.002,0.047855,-0.079406,0.622292,6
104.088,-0.066895,-0.028809,0.950195,-1.042128955,-7.43962097,-41.50776055,101164.0015,0.06687,-0.086675,0.61197,6
104.098,-0.0625,-0.02002,0.961914,-0.493347955,-7.13474297,-41.69069055,101155.9998,0.051919,-0.082584,0.624808,6
104.108,-0.068359,-0.020996,0.975098,-0.005542955,-6.82986497,-41.81263855,101155.9998,0.047973,-0.075544,0.622744,6
104.118,-0.063477,-0.027832,0.978516,0.482261045,-6.46401097,-41.87361655,101155.9998,0.052683,-0.082064,0.624022,6
104.128,-0.05957,-0.027344,0.974121,0.909091045,-6.03718097,-41.93459055,101152.002,0.052977,-0.082265,0.623964,6
104.138,-0.053223,-0.022949,0.976562,1.457871045,-5.54937697,-42.17849455,101155.9998,0.062367,-0.07833,0.603373,6
104.148,-0.051758,-0.019531,0.97998,1.823725045,-5.06157197,-42.23946855,101171.9971,0.052518,-0.081864,0.625006,6
104.158,-0.04834,-0.012207,0.98291,2.189579045,-4.51279097,-42.36142055,101164.0015,0.054637,-0.080277,0.626404,6
104.168,-0.045898,-0.014648,0.984375,2.494457045,-3.96401097,-42.48337255,101167.9993,0.049649,-0.07843,0.623004,6
104.178,-0.050781,-0.005859,0.983398,2.799335045,-3.41522997,-42.60532055,101180.9998,0.050418,-0.076535,0.622902,6
104.188,-0.047363,-0.002441,0.986328,2.982262045,-2.86644997,-42.60532055,101167.9993,0.075783,-0.084583,0.618533,6
104.198,-0.047852,-0.002441,0.990723,3.165188045,-2.31766897,-42.72727255,101167.9993,0.054116,-0.077589,0.622588,6
104.208,-0.047852,-0.001953,0.993164,3.287140045,-1.70791297,-42.84922555,101171.9971,0.052335,-0.072139,0.623016,6
104.218,-0.049316,0,0.995117,3.409091045,-1.15913297,-42.97117755,101180.9998,0.057618,-0.07687,0.625975,6
104.228,-0.051758,0.000488,0.995605,3.531042045,-0.61035197,-43.03215155,101180.9998,0.055098,-0.075439,0.626003,6
104.238,-0.050781,-0.005859,0.997559,3.592018045,-0.12254697,-43.03215155,101164.0015,0.070522,-0.077787,0.604247,6
104.248,-0.056152,-0.003906,1.000977,3.713969045,0.36525803,-42.97117755,101180.9998,0.058971,-0.077873,0.625623,6
104.258,-0.060059,-0.005859,1.006836,3.835920045,0.79208703,-43.09312955,101164.0015,0.059424,-0.076713,0.62502,6
104.268,-0.062988,-0.004395,1.011719,3.957871045,1.21891603,-43.03215155,101171.9971,0.056124,-0.071705,0.621909,6
104.278,-0.065918,-0.000488,1.013672,4.018847045,1.64574503,-43.09312955,101184.9976,0.061305,-0.076301,0.626038,6
104.288,-0.000488,-0.000488,-0.000488,0.970066045,-0.54937697,0.321507455,101192.9993,0.079492,-0.083963,0.616379,6
104.298,-0.075684,0.012695,1.025391,3.957871045,2.43842803,-42.97117755,101167.9993,0.059662,-0.071898,0.617345,6
104.308,-0.07959,0.010254,1.032715,3.957871045,2.74330603,-42.84922555,101180.9998,0.064902,-0.074365,0.624258,6
104.318,-0.085938,0.013184,1.036133,3.774944045,3.04818403,-42.78825055,101167.9993,0.063593,-0.076413,0.625952,6
104.328,-0.09082,0.01416,1.035156,3.652993045,3.17013603,-42.66629855,101171.9971,0.060276,-0.07056,0.616622,6
104.338,-0.094238,0.01123,1.034668,3.531042045,3.35306303,-42.48337255,101209.0027,0.081059,-0.078784,0.607063,6
104.348,-0.101074,0.011719,1.030762,3.348115045,3.47501403,-42.36142055,101189.0015,0.068284,-0.074608,0.620615,6
104.358,-0.105957,0.010254,1.027344,3.165188045,3.53598903,-42.11751655,101155.9998,0.065589,-0.072049,0.619905,6
104.368,-0.112305,0.012695,1.026367,3.043237045,3.47501403,-41.87361655,101184.9976,0.067011,-0.071552,0.62104,6
104.378,-0.117188,0.015137,1.028809,2.860310045,3.35306303,-41.62971255,101180.9998,0.068455,-0.072359,0.623524,6
104.388,-0.125977,0.018066,1.03418,2.616408045,3.29208703,-41.38581155,101196.9971,0.085425,-0.074682,0.60968,6
104.398,-0.129883,0.015137,1.043457,2.433481045,3.10916003,-41.26385955,101189.0015,0.069231,-0.068556,0.618194,6
104.408,-0.132324,0.015137,1.049805,2.250554045,2.92623303,-41.01995555,101189.0015,0.072039,-0.072476,0.622226,6
104.418,-0.135742,0.01416,1.050293,1.945676045,2.62135503,-40.83702955,101196.9971,0.071379,-0.06726,0.624335,6
104.428,-0.138672,0.015137,1.045898,1.701774045,2.31647703,-40.53215155,101184.9976,0.071375,-0.065337,0.622249,6
104.438,-0.14209,0.016602,1.033691,1.457871045,2.01159903,-40.16629855,101184.9976,0.095121,-0.076563,0.614635,6
104.448,-0.14502,0.02002,1.018066,1.213969045,1.64574503,-39.80044255,101180.9998,0.07676,-0.070222,0.620157,6
104.458,-0.149414,0.020508,1.004395,0.909091045,1.27989203,-39.49556455,101189.0015,0.074279,-0.061933,0.620526,6
104.468,-0.150879,0.02002,0.991699,0.604213045,0.79208703,-39.06873755,101180.9998,0.077549,-0.069442,0.621837,6
104.478,-0.149902,0.018555,0.987305,0.238359045,0.30428203,-38.70288155,101192.9993,0.076699,-0.064665,0.621415,6
104.488,-0.15918,0.017578,0.995605,-0.127494955,-0.18352297,-38.39800355,101196.9971,0.091363,-0.065147,0.60403,6
