Time,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Prs,Temp
0,2.872,-0.295,2.271,0.849,2.301,1.575,0.35,0.147,-0.513,99073.578,42.027
0.014656,7.072,0.003,0.82,15.006,8.295,-1.085,0.347,0.148,-0.512,,
0.02984,7.021,-0.411,0.301,53.559,20.816,6.405,0.349,0.153,-0.502,99068.266,42.03
0.044912,6.138,0.188,-0.542,71.645,5.565,-0.472,0.345,0.149,-0.496,,
0.059968,6.749,-0.415,-0.154,102.217,5.276,3.85,0.348,0.144,-0.503,,
0.075152,7.96,1.812,0.242,124.521,12.863,8.89,0.348,0.136,-0.499,,
0.090176,6.862,0.526,0.116,97.44,10.841,-1.584,0.351,0.13,-0.501,,
0.109536,7.362,-0.704,0.146,130.331,-6.519,-1.514,0.351,0.129,-0.507,99062.562,42.015
0.123696,7.624,-0.739,0.686,137.734,-24.719,4.673,0.352,0.12,-0.507,,
0.13784,8.204,-0.093,1.091,141.732,-8.041,3.999,0.353,0.11,-0.504,,
0.152128,8.433,-0.004,0.728,147.446,-0.796,0.184,0.349,0.111,-0.508,,
0.166288,8.184,-0.221,2.301,187.031,-12.408,-4.349,0.346,0.108,-0.509,,
0.180576,9.219,0.417,3.552,193.646,-25.83,10.815,0.346,0.095,-0.5,99051.859,41.998
0.197552,8.388,-0.562,-3.516,220.229,71.015,0.586,0.35,0.091,-0.506,,
0.211616,7.371,1.828,-4.164,218.4,94.885,3.658,0.342,0.08,-0.5,,
0.225904,9.227,-2,-3.884,194.136,98.236,-4.314,0.351,0.076,-0.503,,
0.239968,8.877,-0.706,-0.826,178.684,88.664,-3.027,0.351,0.062,-0.504,,
0.254224,8.307,-0.277,-0.269,177.467,84.122,-9.914,0.344,0.062,-0.502,99031.75,41.971
0.268304,8.374,0.034,0.037,166.241,81.734,-12.04,0.342,0.056,-0.501,,
0.282368,8.245,0.107,0.285,160.746,82.959,-16.021,0.339,0.044,-0.489,,
0.300768,8.387,0.021,0.739,151.83,86.223,-19.714,0.34,0.036,-0.497,,
0.31488,8.344,0.006,0.536,145.075,94.684,-22.452,0.335,0.038,-0.482,,
0.329184,8.386,-0.004,0.737,138.477,97.431,-25.734,0.328,0.032,-0.476,99022.391,41.972
0.34336,8.342,0.059,0.729,133.919,100.135,-29.584,0.33,0.026,-0.474,,
0.357504,8.28,-0.068,0.725,131.766,101.01,-34.221,0.324,0.029,-0.46,,
0.371776,8.357,-0.012,0.692,129.098,99.671,-37.949,0.312,0.026,-0.462,,
0.38592,8.302,0.104,0.802,129.587,98.613,-42.245,0.313,0.023,-0.453,,
0.403136,8.242,-0.007,0.924,132.536,94.736,-46.629,0.312,0.018,-0.451,98995.828,41.96
0.417296,8.278,-0.051,0.897,143.238,89.171,-49.752,0.305,0.017,-0.441,,
0.43136,8.261,0.107,0.996,148.706,82.793,-52.675,0.302,0.015,-0.438,,
0.445616,8.28,0.104,1.036,156.432,76.064,-55.396,0.304,0.014,-0.433,,
0.459664,8.215,0.193,1.043,155.496,67.533,-57.619,0.299,0.008,-0.428,,
0.473936,8.193,0.253,1.056,153.44,59.054,-60.235,0.301,0.004,-0.436,98937.578,41.95
0.492176,8.228,0.244,1.092,169.435,47.399,-63.516,0.295,0.002,-0.428,,
0.506288,8.209,-0.039,1.221,171.85,38.412,-64.925,0.293,0.005,-0.44,,
0.520576,8.263,0.058,1.195,185.071,28.472,-66.938,0.296,-0.008,-0.433,,
0.534656,8.16,0.025,1.203,180.924,17.343,-71.269,0.296,-0.008,-0.435,,
0.548816,8.059,0.005,1.16,164.868,6.169,-74.375,0.295,-0.012,-0.436,98896.125,41.952
0.56296,8.11,0.445,1.127,160.519,-4.524,-75.801,0.299,-0.021,-0.453,,
0.577104,8.117,0.071,1.129,160.291,-16.135,-74.436,0.302,-0.02,-0.455,,
0.594272,8.131,0.632,1.018,161.333,-27.055,-72.809,0.307,-0.023,-0.469,,
0.608352,8.021,0.581,1.042,165.725,-32.471,-72.397,0.309,-0.021,-0.475,,
0.622592,8.086,0.548,1.014,174.038,-38.404,-70.42,0.311,-0.023,-0.484,98892.437,41.946
0.63664,8.01,0.617,0.986,181.921,-42.306,-67.41,0.318,-0.026,-0.491,,
0.650704,8.033,0.534,0.908,196.018,-45.29,-62.431,0.322,-0.027,-0.498,,
0.664912,8.034,0.597,0.731,203.333,-43.339,-57.129,0.324,-0.03,-0.507,,
0.683152,8.023,0.687,0.721,206.176,-37.931,-53.217,0.333,-0.024,-0.535,,
0.697344,8.026,0.634,0.763,208.976,-34.65,-46.06,0.336,-0.026,-0.539,98864.312,41.938
0.711488,8.002,0.684,0.777,214.095,-29.129,-37.319,0.339,-0.028,-0.543,,
0.725568,7.969,0.69,0.737,219.835,-22.531,-30.59,0.341,-0.026,-0.563,,
0.73984,7.944,0.8,0.765,221.515,-17.666,-23.126,0.345,-0.023,-0.578,,
0.753888,7.894,0.832,0.802,221.883,-11.156,-16.048,0.345,-0.032,-0.573,,
0.768192,7.911,0.878,0.802,226.021,-6.492,-8.085,0.345,-0.032,-0.595,98810.703,41.939
0.785264,7.834,0.82,0.801,228.743,-7.254,4.655,0.346,-0.032,-0.613,,
0.799296,7.803,0.972,0.651,227.605,-8.076,11.585,0.346,-0.042,-0.617,,
0.81344,7.685,0.752,0.695,226.363,-6.431,20.711,0.349,-0.038,-0.625,,
0.827472,7.618,0.583,0.81,234.518,-6.843,28.735,0.345,-0.043,-0.64,,
0.84176,7.606,0.558,0.671,237.335,-5.066,31.448,0.345,-0.046,-0.652,98759.547,41.935
0.855808,7.492,0.383,0.675,240.389,-6.799,30.389,0.347,-0.048,-0.66,,
0.87384,7.496,0.44,0.74,240.634,-5.04,23.774,0.342,-0.054,-0.687,,
0.888032,7.383,0.294,0.737,238.7,-3.78,19.163,0.343,-0.051,-0.697,,
0.902192,7.261,0.362,0.714,239.225,-2.922,13.807,0.345,-0.048,-0.712,,
0.916368,7.211,0.301,0.661,235.506,-3.605,7.779,0.344,-0.053,-0.713,98706.219,41.931
0.93032,7.124,0.193,0.61,231.42,-2.389,1.995,0.343,-0.051,-0.716,,
0.944368,6.902,0.212,0.592,230.519,-0.315,-3.203,0.34,-0.046,-0.725,,
0.958528,6.896,0.242,0.645,226.485,3.474,-8.531,0.343,-0.044,-0.74,,
0.975488,6.75,0.45,0.553,228.008,4.086,-11.139,0.341,-0.03,-0.753,,
0.98952,6.693,0.332,0.57,232.776,3.658,-11.244,0.343,-0.021,-0.76,98666.969,41.933
1.003648,6.594,0.577,0.74,241.054,6.335,-10.78,0.339,-0.015,-0.773,,
1.017664,6.604,0.57,0.723,244.545,6.195,-7.219,0.337,-0.003,-0.776,,
1.03184,6.577,0.516,0.731,250.827,3.36,-4.454,0.341,0.002,-0.786,,
1.045712,6.678,0.392,0.813,258.527,-1.242,-1.724,0.344,0.013,-0.783,,
1.059904,6.808,0.663,0.731,264.18,-1.934,0.507,0.34,0.02,-0.794,98581.109,41.928
1.077968,6.615,0.304,0.799,266.446,-3.64,0.98,0.342,0.032,-0.807,,
1.091888,5.898,0.309,0.729,267.881,-5.932,0.49,0.338,0.046,-0.815,,
1.106096,4.776,0.398,0.556,268.783,-8.741,-1.715,0.341,0.06,-0.824,,
1.120016,3.604,0.287,0.46,263.427,-10.176,-1.951,0.338,0.072,-0.828,,
1.134208,2.815,0.138,0.414,276.937,-10.01,1.181,0.333,0.085,-0.833,98533.984,41.926
1.14832,2.578,0.255,0.33,282.975,-8.426,2.931,0.336,0.097,-0.833,,
1.165264,2.143,0.247,0.376,286.186,-8.575,4.673,0.333,0.103,-0.845,,
1.179312,1.834,0.138,0.246,286.676,-8.094,6.633,0.337,0.121,-0.835,,
1.193312,1.501,0.081,0.367,286.676,-9.205,7.193,0.333,0.132,-0.834,,
1.207376,1.239,0.132,0.198,286.676,-10.089,9.257,0.33,0.145,-0.835,98480.453,41.922
1.221424,0.91,0.081,0.174,286.676,-9.424,8.566,0.327,0.17,-0.844,,
1.235312,0.681,0.014,0.165,286.676,-6.79,8.076,0.326,0.185,-0.838,,
1.249472,0.466,0.003,0.149,286.676,-5.136,7.674,0.326,0.199,-0.84,,
1.267424,0.236,0.089,-0.04,286.676,-0.079,8.802,0.326,0.211,-0.828,,
1.281472,0.177,0.119,0.041,286.676,2.599,11.121,0.322,0.223,-0.828,98413.875,41.924
1.295552,0.022,0.065,0.161,286.676,4.051,13.921,0.332,0.236,-0.815,,
1.309456,-0.07,0.015,0.183,286.676,2.59,16.993,0.328,0.243,-0.804,,
1.323536,-0.14,-0.051,0.155,286.676,-1.094,17.474,0.328,0.257,-0.795,,
1.337456,-0.204,-0.099,0.176,286.676,-4.121,17.15,0.329,0.273,-0.781,,
1.351648,-0.246,-0.099,0.157,286.676,-6.711,14.586,0.331,0.278,-0.773,98373.422,41.925
1.36848,-0.329,-0.171,0.145,286.676,-8.059,8.916,0.328,0.283,-0.754,,
1.382512,-0.395,-0.143,0.072,286.676,-7.385,5.093,0.329,0.292,-0.743,,
1.396576,-0.398,-0.029,0.004,286.676,-5.985,-0.026,0.326,0.304,-0.737,,
1.41056,-0.485,-0.13,0.084,286.676,-1.505,-3.421,0.325,0.311,-0.72,,
1.424608,-0.539,0.005,0.157,286.676,1.033,-4.121,0.325,0.31,-0.712,98314.531,41.913
1.438656,-0.575,0.046,0.146,286.676,4.988,-6.484,0.323,0.317,-0.69,,
1.45256,-0.645,0.051,0.163,286.676,5.95,-6.361,0.323,0.319,-0.68,,
1.470976,-0.717,0.009,0.228,286.676,3.981,-4.174,0.323,0.332,-0.654,,
1.484992,-0.753,0.043,0.129,286.676,2.1,-2.686,0.323,0.328,-0.635,,
1.499072,-0.69,0.086,0.267,286.676,-0.525,-2.634,0.324,0.325,-0.615,98252.531,41.914
1.513152,-0.689,-0.078,0.282,286.676,-2.686,-1.995,0.324,0.321,-0.604,,
1.5272,-0.755,-0.013,0.236,286.676,-7.508,-3.132,0.324,0.322,-0.591,,
1.541392,-0.722,0.176,0.356,286.676,-13.685,-9.774,0.321,0.315,-0.586,,
1.558208,-0.704,0.258,0.046,286.676,-14.761,-6.869,0.322,0.305,-0.563,,
1.572384,-0.712,0.157,0.053,286.676,-13.589,-5.548,0.323,0.304,-0.55,98213.25,41.915
1.586304,-0.7,0.057,0.223,286.676,-13.011,-3.517,0.324,0.296,-0.544,,
1.600192,-0.705,0.171,0.129,286.676,-9.546,-0.586,0.319,0.287,-0.53,,
1.61424,-0.708,0.005,0.165,286.676,-6.746,-1.234,0.324,0.275,-0.512,,
1.628336,-0.662,0.189,0.188,286.676,-2.957,-0.14,0.324,0.264,-0.513,,
1.642544,-0.708,-0.018,0.133,286.676,-1.076,0.805,0.326,0.252,-0.506,98173.641,41.909
1.671904,-0.731,0.045,0.1,286.676,2.118,2.888,0.327,0.231,-0.494,,
1.685952,-0.742,-0.037,0.098,286.676,4.086,1.155,0.328,0.182,-0.482,,
1.700384,-0.741,-0.143,0.117,286.676,6.895,1.181,0.332,0.189,-0.477,,
1.714512,-0.753,-0.057,0.201,286.676,7.682,-0.411,0.328,0.176,-0.469,,
1.728784,-0.753,-0.139,0.179,286.676,6.274,-3.544,0.331,0.168,-0.463,98107.484,41.901
1.74296,-0.725,-0.071,0.133,286.676,3.491,-6.781,0.328,0.15,-0.459,,
1.75712,-0.7,-0.128,0.176,286.676,2.319,-11.244,0.329,0.139,-0.457,,
1.774208,-0.739,-0.094,0.169,286.676,-1.759,-15.733,0.33,0.125,-0.464,,
1.788256,-0.761,-0.157,0.178,286.676,0.595,-18.909,0.33,0.111,-0.459,,
1.802528,-0.731,-0.047,0.108,286.676,0.175,-20.851,0.328,0.087,-0.47,98056.703,41.904
1.816592,-0.723,-0.062,0.045,286.676,1.094,-20.142,0.331,0.076,-0.479,,
1.830656,-0.705,0.195,0.048,286.676,3.15,-17.763,0.334,0.064,-0.482,,
1.844864,-0.676,0.02,0.168,286.676,5.451,-15.269,0.33,0.053,-0.475,,
1.863088,-0.731,0.102,0.253,286.676,5.407,-8.269,0.334,0.039,-0.493,,
1.877344,-0.668,0.1,0.187,286.676,3.211,-2.625,0.335,0.027,-0.493,98016,41.893
1.891504,-0.667,0.252,0.282,286.676,1.575,0.044,0.334,0.013,-0.497,,
1.905648,-0.663,0.118,0.452,286.676,-3.159,3.063,0.334,-0.032,-0.526,,
1.919952,-0.665,0.151,0.265,286.676,-8.4,8.881,0.339,-0.02,-0.54,,
1.93408,-0.646,0.143,0.266,286.676,-12.556,10.806,0.337,-0.032,-0.557,,
1.948352,-0.641,0.204,0.203,286.676,-17.911,10.421,0.336,-0.037,-0.565,97972.047,41.889
1.965344,-0.651,-0.081,0.101,286.676,-18.121,7.945,0.339,-0.045,-0.577,,
1.97944,-0.622,-0.029,0.102,286.676,-16.345,6.641,0.337,-0.051,-0.585,,
1.993712,-0.641,0.013,0.006,286.466,-13.344,5.136,0.338,-0.057,-0.592,,
2.00776,-0.606,-0.052,-0.011,285.81,-7.892,4.043,0.339,-0.064,-0.611,,
2.022,-0.61,0.173,-0.076,283.614,-2.257,3.509,0.336,-0.067,-0.622,97936.922,41.887
2.03608,-0.65,0.053,-0.057,277.594,4.41,5.154,0.337,-0.064,-0.652,,
2.05432,-0.598,0.081,0.001,270.323,11.2,7.122,0.336,-0.066,-0.659,,
2.068592,-0.6,-0.091,0.023,257.67,16.048,7.131,0.333,-0.067,-0.67,,
2.082704,-0.61,0.093,0.05,256.095,17.474,8.601,0.335,-0.062,-0.673,,
2.096976,-0.615,0.111,0.134,257.241,18.165,8.619,0.335,-0.061,-0.683,97881.969,41.882
2.111168,-0.602,0.289,0.233,266.166,17.106,11.349,0.334,-0.061,-0.694,,
2.125264,-0.604,0.041,0.257,271.119,10.859,12.224,0.335,-0.057,-0.727,,
2.13952,-0.624,-0.054,0.225,275.074,4.804,15.75,0.331,-0.054,-0.74,,
2.156592,-0.621,0.004,0.252,279.904,-1.916,17.841,0.332,-0.051,-0.738,,
2.170832,-0.6,-0.257,0.168,283.378,-7.516,17.964,0.332,-0.046,-0.752,97844.344,41.885
2.184864,-0.607,-0.03,0.077,280.052,-9.94,12.967,0.328,-0.042,-0.771,,
2.198912,-0.602,-0.067,0.077,270.909,-10.631,6.247,0.331,-0.029,-0.782,,
2.213152,-0.613,-0.225,0.118,265.125,-8.505,-1.015,0.327,-0.025,-0.792,,
2.227248,-0.59,0.072,0.113,261.03,-8.636,-8.243,0.332,-0.014,-0.794,,
2.241424,-0.571,-0.268,0.031,262.211,-7.105,-12.845,0.331,-0.005,-0.8,97800.484,41.875
2.259568,-0.564,-0.023,-0.056,262.622,-0.472,-13.44,0.332,0.024,-0.82,,
2.273584,-0.583,-0.084,-0.005,258.676,4.69,-12.793,0.327,0.029,-0.821,,
2.287872,-0.583,-0.017,-0.096,262.01,7.376,-10.369,0.329,0.042,-0.827,,
2.301904,-0.569,0.291,-0.046,256.961,11.611,-10.019,0.33,0.059,-0.841,,
2.316176,-0.581,0.097,0.039,262.544,16.179,-6.807,0.331,0.072,-0.847,97771.109,41.872
2.330336,-0.579,-0.029,0.057,270.392,15.741,-1.444,0.325,0.081,-0.836,,
2.347376,-0.539,0.16,0.146,278.329,13.825,4.594,0.326,0.103,-0.842,,
2.361616,-0.58,0.064,0.142,283.509,10.097,10.255,0.326,0.115,-0.844,,
2.375632,-0.568,0.053,0.141,285.39,6.457,12.355,0.328,0.126,-0.837,,
2.389856,-0.581,-0.056,0.103,285.521,2.319,12.766,0.326,0.136,-0.838,97714.641,41.871
2.40376,-0.55,0.012,0.163,285.687,0.157,12.171,0.331,0.149,-0.84,,
2.417872,-0.532,-0.072,0.129,284.147,-1.19,11.06,0.332,0.162,-0.848,,
2.432048,-0.575,-0.116,0.092,281.592,-1.033,9.984,0.33,0.178,-0.841,,
2.45016,-0.559,-0.076,0.086,278.443,-0.831,6.073,0.331,0.2,-0.836,,
2.464336,-0.578,0.015,0.034,278.285,-1.164,3.894,0.327,0.211,-0.832,97675.609,41.862
2.478352,-0.378,0.01,0.018,272.256,0.805,0.998,0.326,0.223,-0.825,,
2.4924,-0.557,-0.072,0.083,272.93,2.826,-0.333,0.326,0.235,-0.813,,
2.506672,-0.55,0.059,0.122,273.306,3.045,-0.105,0.326,0.242,-0.813,,
2.520688,-0.526,0.067,0.084,271.994,1.339,0.761,0.329,0.255,-0.808,,
2.537904,-0.53,0.145,0.114,271.486,-0.613,2.94,0.326,0.264,-0.797,97649.281,41.873
2.55192,-0.518,-0.021,0.11,274.671,-1.312,4.55,0.324,0.273,-0.777,,
2.565936,-0.523,0.083,0.222,273.77,-1.671,5.355,0.322,0.287,-0.759,,
2.580176,-0.515,-0.009,0.249,270.016,-2.17,4.97,0.323,0.295,-0.759,,
2.594224,-0.515,0.011,0.181,269.964,-4.97,3.964,0.324,0.302,-0.744,,
2.608368,-0.532,0.029,0.164,267.881,-7.823,3.622,0.324,0.304,-0.731,97595.219,41.849
2.622288,-0.52,-0.099,0.046,268.87,-7.14,1.82,0.322,0.316,-0.718,,
2.6404,-0.523,0.097,0.095,263.918,-11.261,0.543,0.322,0.314,-0.717,,
2.654608,-0.534,0.004,0.099,258.904,-10.106,-1.295,0.319,0.316,-0.706,,
2.668528,-0.495,-0.1,0.086,258.195,-5.661,-2.328,0.321,0.322,-0.693,,
2.682736,-0.527,-0.029,0.078,259.586,-3.876,-0.735,0.32,0.324,-0.681,97556.156,41.851
2.696752,-0.493,-0.11,0.085,268.677,-1.347,-2.826,0.324,0.327,-0.674,,
2.7108,-0.505,-0.084,0.074,263.646,1.82,-5.407,0.318,0.331,-0.657,,
2.724912,-0.477,-0.005,0.073,260.741,4.664,-6.921,0.321,0.331,-0.634,,
2.74184,-0.493,-0.111,0.083,268.056,7.971,-7.367,0.321,0.326,-0.624,,
2.756016,-0.508,0.037,0.078,273.656,7.656,-8.794,0.32,0.328,-0.613,97532.453,41.853
2.770128,-0.495,0.071,0.114,266.473,6.562,-8.68,0.323,0.327,-0.603,,
2.784176,-0.466,-0.036,0.089,266.061,5.093,-6.318,0.32,0.326,-0.583,,
2.798384,-0.48,0.082,0.023,265.799,3.299,-4.156,0.32,0.318,-0.571,,
2.8124,-0.477,0.005,0.097,262.71,1.409,-2.993,0.319,0.315,-0.565,,
2.830576,-0.49,0.032,0.127,261.091,0.77,-1.365,0.319,0.304,-0.54,97498.187,41.855
2.844656,-0.468,0.115,0.129,258.265,1.628,-0.543,0.32,0.3,-0.543,,
2.858704,-0.471,0.005,0.316,255.202,-0.761,0.192,0.32,0.296,-0.531,,
2.87288,-0.471,0.083,0.176,253.566,-2.721,1.899,0.323,0.279,-0.517,,
2.886928,-0.475,0.078,0.116,251.178,-6.186,2.852,0.323,0.278,-0.513,,
2.901136,-0.435,0.107,0.153,249.716,-9.012,3.605,0.324,0.257,-0.512,97462.312,41.843
2.915088,-0.449,0.005,0.123,248.885,-10.264,4.392,0.323,0.247,-0.5,,
2.932016,-0.46,0.001,0.097,246.566,-11.533,4.366,0.323,0.241,-0.489,,
2.946192,-0.462,-0.029,0.06,243.171,-12.163,2.021,0.321,0.227,-0.481,,
2.960208,-0.459,-0.026,0.054,239.383,-11.629,-0.061,0.328,0.219,-0.483,,
2.974256,-0.428,-0.017,0.023,236.556,-10.115,-1.908,0.327,0.213,-0.48,97416.703,41.837
2.988272,-0.429,-0.062,-0.001,233.538,-8.313,-3.649,0.329,0.2,-0.474,,
3.002288,-0.441,-0.009,-0.035,230.746,-6.414,-5.049,0.328,0.19,-0.472,,
3.016464,-0.433,0.047,0.048,229.941,-1.811,-5.267,0.325,0.18,-0.464,,
3.034544,-0.451,0.039,0.061,235.34,2.835,-2.8,0.329,0.166,-0.464,,
3.048592,-0.43,0.132,0.004,235.235,4.121,-0.21,0.33,0.15,-0.462,97390.391,41.837
3.06264,-0.424,0.131,0.012,237.589,5.653,1.741,0.332,0.138,-0.463,,
3.07656,-0.408,0.073,0.012,241.29,7.306,5.906,0.332,0.13,-0.456,,
3.090768,-0.389,0.133,0.03,244.046,9.931,10.509,0.33,0.117,-0.462,,
3.104656,-0.404,0,0.057,242.725,12.189,15.251,0.335,0.104,-0.455,,
3.121616,-0.413,-0.072,0.018,235.349,11.795,16.817,0.33,0.081,-0.458,97359.734,41.839
3.136144,-0.41,-0.098,0.029,231.184,11.76,14.227,0.331,0.074,-0.462,,
3.15064,-0.384,-0.047,0.003,228.664,11.182,10.701,0.329,0.055,-0.469,,
3.165136,-0.404,-0.07,0.04,225.636,10.264,7.455,0.328,0.048,-0.457,,
3.179632,-0.397,-0.086,0.053,224.166,10.063,4.646,0.33,0.039,-0.469,,
3.194128,-0.382,-0.039,0.004,222.469,10.238,0.98,0.328,0.028,-0.467,97324.812,41.838
3.20856,-0.377,-0.048,0.003,219.258,9.774,-1.33,0.328,0.017,-0.468,,
3.227056,-0.381,-0.042,0.045,212.958,10.115,-2.485,0.323,0.001,-0.491,,
3.241744,-0.389,-0.017,0.061,210.577,10.815,-2.975,0.328,0.002,-0.497,,
3.256272,-0.402,0.019,0.046,206.798,10.001,-3.579,0.326,-0.012,-0.504,,
3.270832,-0.378,-0.056,0.031,204.444,9.634,-4.139,0.328,-0.018,-0.507,97295.219,41.834
3.285392,-0.37,-0.054,0.026,202.816,8.794,-3.605,0.329,-0.021,-0.518,,
3.29976,-0.387,-0.03,0.012,201.95,9.599,-3.666,0.327,-0.032,-0.521,,
3.314416,-0.36,-0.051,0.038,202.038,8.601,-3.868,0.327,-0.043,-0.544,,
3.331728,-0.356,0.015,0.007,200.095,7.298,-3.325,0.327,-0.044,-0.546,,
3.346224,-0.366,0.02,0.02,201.075,7.849,-2.31,0.327,-0.056,-0.549,97266.609,41.829
3.360624,-0.361,-0.001,0.004,203.402,8.741,-1.015,0.33,-0.06,-0.566,,
3.37496,-0.367,0.003,0.044,203.429,10.001,-0.446,0.332,-0.062,-0.569,,
3.389456,-0.365,0.045,0.029,204.82,11.007,1.251,0.326,-0.066,-0.569,,
3.403952,-0.373,-0.001,0.015,205.467,11.9,3.194,0.328,-0.067,-0.573,,
3.433904,-0.357,-0.002,0.031,202.711,13.248,6.659,0.331,-0.084,-0.6,97227.234,41.823
3.448592,-0.356,0.056,-0.001,203.385,12.801,7.481,0.331,-0.08,-0.617,,
3.463184,-0.351,0.026,0.02,201.74,14.193,8.523,0.327,-0.089,-0.62,,
3.477936,-0.362,-0.001,0.07,200.769,15.496,9.153,0.326,-0.091,-0.632,,
3.49256,-0.348,0.001,0.088,199.99,16.406,9.599,0.323,-0.085,-0.634,,
3.507248,-0.359,0.012,0.146,199.526,16.021,9.931,0.322,-0.091,-0.643,97188.75,41.822
3.521776,-0.366,0.046,0.134,197.461,13.921,11.139,0.326,-0.087,-0.674,,
3.539312,-0.359,-0.037,0.138,192.474,9.914,11.025,0.324,-0.09,-0.67,,
3.553968,-0.359,-0.05,0.117,192.876,6.09,8.654,0.323,-0.093,-0.687,,
3.568528,-0.326,-0.092,0.133,192.456,1.96,5.88,0.322,-0.083,-0.7,,
3.583216,-0.337,-0.107,0.133,190.19,-1.461,2.905,0.325,-0.081,-0.698,97156.344,41.816
3.597776,-0.354,-0.018,0.078,190.61,-4.06,0.298,0.324,-0.08,-0.71,,
3.612304,-0.319,-0.026,0.075,189.717,-5.443,-2.047,0.323,-0.077,-0.732,,
3.631184,-0.337,-0.018,0.007,185.911,-5.766,-4.585,0.322,-0.076,-0.738,,
3.645744,-0.328,-0.001,-0.023,184.581,-3.719,-5.101,0.326,-0.069,-0.757,,
3.660528,-0.328,0.042,-0.004,182.481,-1.837,-5.635,0.327,-0.059,-0.754,97143.5,41.812
3.67512,-0.308,0.001,0.022,182.901,-0.044,-4.742,0.327,-0.059,-0.769,,
3.689744,-0.318,0.049,-0.006,184.599,2.546,-1.732,0.326,-0.047,-0.789,,
3.704496,-0.31,0.08,0.004,187.268,4.515,0.84,0.332,-0.04,-0.799,,
3.719056,-0.324,0.122,0.006,188.641,5.906,4.086,0.33,-0.028,-0.797,,
3.73672,-0.298,0.062,0.06,187.425,6.921,8.295,0.332,-0.028,-0.804,97133.719,41.811
3.751216,-0.305,0.022,0.02,186.83,6.843,11.716,0.329,-0.024,-0.806,,
3.765744,-0.313,0.079,0.061,187.626,6.274,14.245,0.324,-0.017,-0.81,,
3.780432,-0.301,0.056,0.105,185.71,4.961,16.004,0.326,-0.008,-0.825,,
3.794928,-0.308,0.055,0.093,184.31,4.156,17.229,0.323,0.005,-0.829,,
3.809648,-0.315,0.069,0.042,183.724,1.759,17.596,0.32,0.009,-0.827,97083.578,41.806
3.824208,-0.288,-0.006,0.105,182.122,-0.718,19.154,0.321,0.02,-0.838,,
3.842864,-0.307,0.015,0.004,179.804,-3.168,18.856,0.32,0.026,-0.851,,
3.857616,-0.294,0,0.02,177.004,-5.093,18.296,0.321,0.037,-0.861,,
3.872176,-0.27,0.019,-0.008,171.447,-4.9,16.415,0.314,0.044,-0.861,,
3.88696,-0.277,0.011,0.011,166.609,-4.944,13.738,0.318,0.054,-0.871,97061.281,41.808
3.901552,-0.294,-0.031,-0.034,162.864,-3.447,12.469,0.313,0.053,-0.866,,
3.916144,-0.285,-0.07,-0.075,159.705,-1.155,11.786,0.314,0.062,-0.87,,
3.933808,-0.279,-0.04,-0.066,155.995,0.429,9.345,0.318,0.077,-0.872,,
3.948368,-0.276,-0.065,-0.031,152.232,3.841,7.796,0.314,0.081,-0.878,,
3.963056,-0.281,-0.045,0.002,146.729,5.976,5.854,0.31,0.097,-0.873,97042.906,41.806
3.977616,-0.28,-0.084,0.011,145.801,5.512,4.786,0.314,0.099,-0.865,,
3.992144,-0.261,-0.042,0.055,143.15,5.696,3.001,0.315,0.1,-0.868,,
4.006768,-0.282,-0.158,0.152,144.795,5.521,0.009,0.313,0.117,-0.877,,
4.021296,-0.262,-0.037,0.176,148.339,5.495,-1.295,0.315,0.124,-0.881,,
4.040144,-0.288,-0.005,0.067,151.874,2.993,-3.911,0.314,0.136,-0.881,97007.109,41.801
4.054768,-0.284,0.023,0.079,153.904,0.569,-5.372,0.317,0.148,-0.886,,
4.06936,-0.287,0.075,0.1,152.591,-1.951,-6.099,0.318,0.156,-0.883,,
4.084112,-0.261,0.064,0.091,152.539,-4.174,-5.889,0.313,0.164,-0.878,,
4.098704,-0.289,0.009,0.051,152.197,-6.807,-4.594,0.313,0.175,-0.88,,
4.113424,-0.276,-0.014,0.097,151.034,-8.339,-4.279,0.309,0.18,-0.865,96971.562,41.796
4.13096,-0.282,0.029,0.081,150.518,-10.351,-3.203,0.305,0.197,-0.875,,
4.145488,-0.274,0.074,0.064,150.57,-11.629,-2.774,0.31,0.206,-0.871,,
4.160176,-0.282,0.056,0.037,149.643,-12.757,-2.31,0.305,0.211,-0.87,,
4.17464,-0.248,0.03,0.082,149.984,-13.449,-1.426,0.307,0.219,-0.869,,
4.189328,-0.264,0.069,0.069,149.852,-13.641,-0.481,0.304,0.23,-0.867,96957.984,41.794
4.203856,-0.25,0.064,0.057,150.885,-13.265,0.709,0.3,0.234,-0.855,,
4.218352,-0.261,0.044,0.023,150.894,-12.688,1.278,0.304,0.241,-0.866,,
4.237136,-0.269,0.061,0,152.005,-13.3,2.433,0.3,0.259,-0.855,,
4.251696,-0.25,0.044,0.065,151.917,-13.195,3.57,0.297,0.267,-0.844,,
4.26648,-0.26,0.023,0.012,151.673,-12.88,4.454,0.3,0.272,-0.851,96936.344,41.788
4.28104,-0.255,0.006,0.02,151.305,-12.626,5.171,0.299,0.282,-0.84,,
4.295536,-0.252,0.007,-0.002,151.384,-11.602,6.011,0.298,0.288,-0.841,,
4.31032,-0.242,0.023,0.035,149.599,-10.526,6.046,0.299,0.296,-0.839,,
